Date,BND,SPY,TSLA
2017-07-13,1321400,39471600,128917500
2017-07-14,1201700,60262700,84378000
2017-07-17,1432500,33531900,148153500
2017-07-18,1607300,42742500,95605500
2017-07-19,1589100,51034300,95355000
2017-07-20,1646800,47135200,77493000
2017-07-21,1942000,82340800,73524000
2017-07-24,1417400,46622300,129556500
2017-07-25,1385000,54915600,104838000
2017-07-26,1583000,47575400,72312000
2017-07-27,1224000,70766600,124536000
2017-07-28,1867100,50088400,73206000
2017-07-31,2561600,65838700,128026500
2017-08-01,1783600,55050400,124546500
2017-08-02,1336600,47211200,196372500
2017-08-03,1904800,40856000,203025000
2017-08-04,1046700,60191800,139033500
2017-08-07,1257900,31995000,94867500
2017-08-08,1929000,61719400,111747000
2017-08-09,1808600,62632600,103381500
2017-08-10,1376700,120479500,106393500
2017-08-11,1153400,74869900,65487000
2017-08-14,2082000,73291900,67788000
2017-08-15,1419600,55242700,46276500
2017-08-16,1594800,56715500,51207000
2017-08-17,1723600,128490400,75415500
2017-08-18,1663100,136748000,81123000
2017-08-21,1258400,65469700,97431000
2017-08-22,1157400,63140100,64830000
2017-08-23,1237800,50203800,74317500
2017-08-24,1540200,50741700,68770500
2017-08-25,1453100,64445900,52260000
2017-08-28,1408700,40565600,56460000
2017-08-29,2054300,51135700,61105500
2017-08-30,1150700,62030800,51193500
2017-08-31,1696700,103803900,61092000
2017-09-01,1471200,62007000,45742500
2017-09-05,2008400,91398800,57526500
2017-09-06,1586500,57916900,61371000
2017-09-07,1899100,58034700,63588000
2017-09-08,2702200,63832800,48952500
2017-09-11,1423100,71364800,115006500
2017-09-12,1604300,56896000,89593500
2017-09-13,1594000,59228000,62778000
2017-09-14,1325200,95446300,108037500
2017-09-15,1536200,95432400,81307500
2017-09-18,1756300,46235200,107820000
2017-09-19,1220000,47108100,96778500
2017-09-20,1672500,59574100,73786500
2017-09-21,1168200,48211400,69273000
2017-09-22,1394100,51214000,122391000
2017-09-25,2626100,57064400,114088500
2017-09-26,1446500,54082000,107344500
2017-09-27,1511900,81001400,90904500
2017-09-28,1198400,44778800,79794000
2017-09-29,3001200,85578000,76606500
2017-10-02,3642600,59023000,79302000
2017-10-03,2752100,66810200,152304000
2017-10-04,2616700,55953600,122452500
2017-10-05,2859800,63522800,62575500
2017-10-06,1860000,80646000,64462500
2017-10-09,987800,35803100,112405500
2017-10-10,4719400,43057400,104677500
2017-10-11,1249500,47674300,67512000
2017-10-12,1723400,47065100,61305000
2017-10-13,1772800,54800400,53107500
2017-10-16,1471500,38221700,80632500
2017-10-17,1381100,31561000,49399500
2017-10-18,1522900,40888300,74086500
2017-10-19,1515800,61903800,75927000
2017-10-20,1935600,89176400,73956000
2017-10-23,2649700,63915300,86209500
2017-10-24,2287200,66935900,67375500
2017-10-25,1576700,103715300,128911500
2017-10-26,1915600,69798000,75352500
2017-10-27,1734400,85562500,104695500
2017-10-30,1542600,54285700,63816000
2017-10-31,1977100,60304800,85084500
2017-11-01,1596000,54202700,126859500
2017-11-02,2373200,56449500,296871000
2017-11-03,1370500,59589700,133410000
2017-11-06,1336700,49652600,97290000
2017-11-07,2450800,57502200,79414500
2017-11-08,2312700,50469600,70879500
2017-11-09,2115800,95085500,81706500
2017-11-10,1724400,59984700,69381000
2017-11-13,1698500,50228600,113773500
2017-11-14,1659300,61315200,85141500
2017-11-15,2859400,80811500,89680500
2017-11-16,1637000,67777000,87331500
2017-11-17,2257700,75756800,206026500
2017-11-20,1528300,48075500,123715500
2017-11-21,1925700,69176800,108919500
2017-11-22,1631900,45033400,73764000
2017-11-24,837000,27856500,48661500
2017-11-27,1516900,52274900,68338500
2017-11-28,1846700,98971700,74242500
2017-11-29,1837400,77512100,131511000
2017-11-30,3044100,127894400,65274000
2017-12-01,2384800,164390900,64393500
2017-12-04,1834000,94040600,87526500
2017-12-05,1763900,77994500,69697500
2017-12-06,1509300,75898600,107929500
2017-12-07,1641000,77218600,71709000
2017-12-08,1368300,76563900,52027500
2017-12-11,1780800,83077500,119070000
2017-12-12,2962800,85195800,130998000
2017-12-13,2095400,102905400,93322500
2017-12-14,1998800,100666700,86998500
2017-12-15,2781800,144610300,103998000
2017-12-18,1946900,83653600,82143000
2017-12-19,3307700,82382900,102375000
2017-12-20,2325500,76751500,89307000
2017-12-21,3103400,67032300,65778000
2017-12-22,2566700,78720900,63237000
2017-12-26,1696400,45244400,65676000
2017-12-27,1708000,57751000,70681500
2017-12-28,2235000,45116100,64744500
2017-12-29,2531500,96007400,56658000
2018-01-02,3104500,86655700,65283000
2018-01-03,2216700,90070400,67822500
2018-01-04,2152400,80636400,149194500
2018-01-05,4257400,83524000,68868000
2018-01-08,2587300,57319200,147891000
2018-01-09,2725200,57254000,107199000
2018-01-10,3411400,69574300,64648500
2018-01-11,3381600,62361500,99682500
2018-01-12,2829100,90816100,72376500
2018-01-16,4300500,106555100,97114500
2018-01-17,3674600,113258800,106552500
2018-01-18,2528400,100728000,85287000
2018-01-19,2148300,140920100,73324500
2018-01-22,5473200,91322400,93156000
2018-01-23,2442900,97084700,81981000
2018-01-24,1709700,134816100,79312500
2018-01-25,2537700,84587300,101104500
2018-01-26,1590200,107743100,68091000
2018-01-29,2219700,90118300,71206500
2018-01-30,2735100,131796400,70765500
2018-01-31,3082600,108364800,93211500
2018-02-01,2814300,90102500,62965500
2018-02-02,3137600,173174800,55572000
2018-02-05,4349200,294681800,66961500
2018-02-06,3891500,355026800,76326000
2018-02-07,3797200,167376100,104538000
2018-02-08,4639800,246449500,154719000
2018-02-09,3725500,283565300,194005500
2018-02-12,5336200,143736000,93417000
2018-02-13,2669400,81223600,68403000
2018-02-14,3509700,120735700,59260500
2018-02-15,1981200,111200300,88693500
2018-02-16,1957800,160420100,84639000
2018-02-20,2294300,86369700,60141000
2018-02-21,2330100,98883700,48294000
2018-02-22,2156000,110511300,104547000
2018-02-23,1660600,92766400,87261000
2018-02-26,2715300,86491400,65100000
2018-02-27,3007200,99099200,71961000
2018-02-28,1947700,121907800,91045500
2018-03-01,2877400,176855100,103284000
2018-03-02,4448000,139083200,76392000
2018-03-05,2229100,97307400,57357000
2018-03-06,1905000,79213200,64285500
2018-03-07,2167700,87063500,75109500
2018-03-08,1479700,66901200,53493000
2018-03-09,2290800,113625300,82602000
2018-03-12,2253900,71924800,123960000
2018-03-13,2471700,91968900,89487000
2018-03-14,1733800,105895100,119511000
2018-03-15,1590100,83433000,98472000
2018-03-16,1492000,100343700,91759500
2018-03-19,1328100,109208400,112264500
2018-03-20,2234600,59757300,71464500
2018-03-21,1760300,78709600,89376000
2018-03-22,2871700,148785900,74097000
2018-03-23,2114500,183534800,99823500
2018-03-26,2303700,141956100,125628000
2018-03-27,1693500,129941400,208080000
2018-03-28,3251800,146452300,315021000
2018-03-29,2157300,111601600,227560500
2018-04-02,2336700,186286300,241710000
2018-04-03,2580800,119956900,282666000
2018-04-04,2226300,123715300,298450500
2018-04-05,1978300,82652600,286816500
2018-04-06,2155900,179521200,202804500
2018-04-09,2052000,105442900,153747000
2018-04-10,1854600,103529000,164847000
2018-04-11,1645200,91140200,112243500
2018-04-12,1397700,68890500,114132000
2018-04-13,1461800,85079200,109908000
2018-04-16,1939600,63405300,95077500
2018-04-17,1588500,64682000,105000000
2018-04-18,1721200,57303900,98365500
2018-04-19,1602300,77655900,91359000
2018-04-20,1576600,99953100,84418500
2018-04-23,2263300,65558000,73401000
2018-04-24,2664000,112885500,85279500
2018-04-25,2201300,103840900,60204000
2018-04-26,3297100,67731900,65340000
2018-04-27,1407300,57053600,65469000
2018-04-30,1602900,82182300,63423000
2018-05-01,1410700,74203400,69384000
2018-05-02,1434000,86368900,134556000
2018-05-03,1477700,136311500,260281500
2018-05-04,1342100,91222100,128541000
2018-05-07,1634400,55304900,130173000
2018-05-08,1380900,67499200,88950000
2018-05-09,2260900,59666100,85911000
2018-05-10,1695500,72063900,84774000
2018-05-11,1457800,59871500,70194000
2018-05-14,1519500,54790600,109302000
2018-05-15,1602600,87036100,142788000
2018-05-16,2201300,53942600,85110000
2018-05-17,2036000,56536400,66309000
2018-05-18,1539700,64368000,108778500
2018-05-21,1254900,58025900,137739000
2018-05-22,2225800,52966400,134187000
2018-05-23,1177200,64694200,89776500
2018-05-24,1209400,76043800,62650500
2018-05-25,1039500,56374800,58126500
2018-05-29,2414400,115908600,84999000
2018-05-30,3549700,69678400,112345500
2018-05-31,4272100,93519900,88795500
2018-06-01,3442400,71258400,81366000
2018-06-04,2272100,45385200,71967000
2018-06-05,2760500,51135000,89928000
2018-06-06,2624600,62732200,281509500
2018-06-07,3290700,72969400,215179500
2018-06-08,1977000,72139700,123078000
2018-06-11,1725200,58892500,197752500
2018-06-12,1850400,72329000,335211000
2018-06-13,1542800,79070600,142047000
2018-06-14,3920100,77097600,164715000
2018-06-15,1827800,120041600,162724500
2018-06-18,3510300,52917600,181098000
2018-06-19,2767100,97531500,191428500
2018-06-20,2102200,53785500,125755500
2018-06-21,2695400,71061400,119506500
2018-06-22,1509900,54898500,153991500
2018-06-25,4554800,137854200,103969500
2018-06-26,1670800,68547400,111787500
2018-06-27,1762700,105110700,125005500
2018-06-28,1266500,76650500,125970000
2018-06-29,1419000,97592500,97386000
2018-07-02,1800600,63554800,281397000
2018-07-03,1121900,42187100,184239000
2018-07-05,1991900,56925900,262146000
2018-07-06,1331800,66493700,132982500
2018-07-09,1556600,50550400,113952000
2018-07-10,1661500,51966800,142072500
2018-07-11,3750100,77054700,73261500
2018-07-12,1807800,60124700,85818000
2018-07-13,4071900,48216000,88047000
2018-07-16,1688000,48201000,117280500
2018-07-17,2432200,52315500,104943000
2018-07-18,2182900,44593500,84363000
2018-07-19,1990100,61412100,88729500
2018-07-20,1607800,82337700,77433000
2018-07-23,1427200,47047600,164893500
2018-07-24,1811100,68026900,143862000
2018-07-25,2075200,78882900,106131000
2018-07-26,0,57919500,69457500
2018-07-27,1376600,76768700,85549500
2018-07-30,2115400,63742500,102211500
2018-07-31,3328200,68570500,76153500
2018-08-01,3168600,53853300,151941000
2018-08-02,2817700,63426400,348225000
2018-08-03,2711600,53935400,204847500
2018-08-06,2083800,39400900,128464500
2018-08-07,1886900,43196600,463137000
2018-08-08,2101300,42114600,368568000
2018-08-09,2603800,35717000,257757000
2018-08-10,2414900,77076000,173280000
2018-08-13,3315700,65732900,156958500
2018-08-14,2692700,43842000,104796000
2018-08-15,3051300,102925400,136519500
2018-08-16,2226900,69967900,90960000
2018-08-17,1018100,65618500,284379000
2018-08-20,2473200,39807500,261034500
2018-08-21,1883300,67272000,197583000
2018-08-22,2025500,44993300,89190000
2018-08-23,1447500,49204900,77209500
2018-08-24,1845300,57487400,54039000
2018-08-27,2340800,57072400,196189500
2018-08-28,2375800,46943500,114736500
2018-08-29,1560100,61485500,111711000
2018-08-30,1157400,61229500,108250500
2018-08-31,2888300,66140800,80626500
2018-09-04,2400700,57594400,125257500
2018-09-05,2558000,72452400,115812000
2018-09-06,2133300,65909900,112212000
2018-09-07,2481100,73524800,337378500
2018-09-10,1464300,50210900,214252500
2018-09-11,1496800,50530500,137550000
2018-09-12,1088400,59810800,150231000
2018-09-13,1723800,51034200,95104500
2018-09-14,3196000,55079900,101484000
2018-09-17,2375200,68244000,103314000
2018-09-18,2504000,61930400,248212500
2018-09-19,1968700,49080600,124423500
2018-09-20,2297700,100360600,110241000
2018-09-21,1750600,105479700,75757500
2018-09-24,2915800,53409600,72645000
2018-09-25,1698200,44370000,67225500
2018-09-26,1831100,79739700,117648000
2018-09-27,1374700,59249500,127636500
2018-09-28,2577700,70091400,504745500
2018-10-01,2853300,62078900,326664000
2018-10-02,2597600,47258200,176152500
2018-10-03,2300300,64694600,119925000
2018-10-04,3221400,111545900,147213000
2018-10-05,2299100,105951700,269167500
2018-10-08,1885400,87742200,202090500
2018-10-09,4273200,74339000,180909000
2018-10-10,2813100,214731000,192229500
2018-10-11,3245600,274840500,122515500
2018-10-12,2365700,183186500,108021000
2018-10-15,2077800,102263700,93000000
2018-10-16,2367000,118255800,142896000
2018-10-17,1877300,110626000,129832500
2018-10-18,1681500,134557500,81318000
2018-10-19,1716700,139901600,140632500
2018-10-22,1520000,82415800,84004500
2018-10-23,1934300,146352700,285417000
2018-10-24,1615500,177806700,300874500
2018-10-25,1981000,138061500,312610500
2018-10-26,2224400,201574600,411382500
2018-10-29,1900700,160749100,217290000
2018-10-30,2546300,157116000,136900500
2018-10-31,6206300,128296300,114364500
2018-11-01,3784100,99495000,120001500
2018-11-02,2024600,122634100,117120000
2018-11-05,1858900,65622500,117465000
2018-11-06,2024700,60085900,101443500
2018-11-07,2673700,102752100,110617500
2018-11-08,2233100,65584900,106360500
2018-11-09,1697200,98812600,76482000
2018-11-12,1067200,99673600,104122500
2018-11-13,2735900,98176600,81729000
2018-11-14,2905100,125335900,75604500
2018-11-15,2557800,135101400,69385500
2018-11-16,1811300,126668000,108093000
2018-11-19,2495900,103061700,145633500
2018-11-20,1891300,136021300,120070500
2018-11-21,3871300,75563700,70302000
2018-11-23,644500,42807900,63039000
2018-11-26,1520500,79981400,119881500
2018-11-27,2563100,75502400,95374500
2018-11-28,2217500,127629600,61914000
2018-11-29,2395900,82346400,46210500
2018-11-30,2181200,98204200,84436500
2018-12-03,2187500,103176300,124597500
2018-12-04,3204700,177986000,126928500
2018-12-06,4447800,204185400,117637500
2018-12-07,3806000,161018900,172668000
2018-12-10,2712100,151445900,99202500
2018-12-11,4157200,121504400,94632000
2018-12-12,2662400,97976700,75405000
2018-12-13,2587600,96662700,110488500
2018-12-14,3490600,116961100,95064000
2018-12-17,2924300,165492300,115110000
2018-12-18,3210700,134515100,106500000
2018-12-19,3117500,214992800,124113000
2018-12-20,3451000,252053400,136078500
2018-12-21,4516100,255345600,120252000
2018-12-24,6031000,147311600,83398500
2018-12-26,5912400,218485400,122446500
2018-12-27,2751800,186267300,128626500
2018-12-28,3495100,153100200,149085000
2018-12-31,5651100,144299400,94534500
2019-01-02,4142500,126925200,174879000
2019-01-03,4908400,144140700,104478000
2019-01-04,4583600,142628800,110911500
2019-01-07,4121700,103139100,113268000
2019-01-08,1745400,102512600,105127500
2019-01-09,1989600,95006600,81493500
2019-01-10,2579900,96823900,90846000
2019-01-11,3097100,73858100,75586500
2019-01-14,2395700,70908200,78709500
2019-01-15,1742900,85208300,90849000
2019-01-16,1697700,77636700,70375500
2019-01-17,2394700,96118400,55150500
2019-01-18,3722400,127900300,362262000
2019-01-22,3917700,115531200,181000500
2019-01-23,2536100,86030300,187950000
2019-01-24,2700300,59204100,120183000
2019-01-25,2073100,96883400,108744000
2019-01-28,2938200,85613700,96349500
2019-01-29,1772300,66136300,69325500
2019-01-30,2961400,92473700,168754500
2019-01-31,3698100,104012100,188538000
2019-02-01,3335000,85782500,109251000
2019-02-04,4078600,60744800,110281500
2019-02-05,2400300,79552800,101142000
2019-02-06,2724700,58347800,75577500
2019-02-07,2474700,95482000,97809000
2019-02-08,1538700,75788900,87663000
2019-02-11,2600900,68021400,106945500
2019-02-12,1541200,72270200,82764000
2019-02-13,1631600,65277200,77124000
2019-02-14,1895800,83234400,78012000
2019-02-15,1917900,97088700,58573500
2019-02-19,3792100,59120800,62526000
2019-02-20,1768400,76610800,107131500
2019-02-21,3411400,64214700,133638000
2019-02-22,1936600,78114600,86109000
2019-02-25,2244600,69030700,99397500
2019-02-26,1405200,56844100,128737500
2019-02-27,1323000,56921600,167758500
2019-02-28,4028500,69268300,157810500
2019-03-01,3035000,78880500,343671000
2019-03-04,2531300,106494600,256452000
2019-03-05,1924500,59114600,281470500
2019-03-06,1629000,75039800,155032500
2019-03-07,2322200,94885100,141637500
2019-03-08,4388500,85795800,132294000
2019-03-11,1891100,65098900,110884500
2019-03-12,1958500,79667500,112561500
2019-03-13,1318600,80639200,102670500
2019-03-14,4058400,67518400,106551000
2019-03-15,1639300,81309000,221782500
2019-03-18,5344200,62199800,154215000
2019-03-19,2702400,90268100,177009000
2019-03-20,2528700,84609200,103623000
2019-03-21,1980500,79550400,89206500
2019-03-22,2734000,122659300,131184000
2019-03-25,2034000,85575200,153225000
2019-03-26,3527200,68125900,110263500
2019-03-27,2121900,72224700,131688000
2019-03-28,1818300,56238500,101611500
2019-03-29,1937000,82186800,89869500
2019-04-01,4106700,77617900,121656000
2019-04-02,6305600,40070400,82183500
2019-04-03,2177300,68243200,118791000
2019-04-04,1586000,48997500,355810500
2019-04-05,2131700,58621700,195574500
2019-04-08,3794200,53566300,156156000
2019-04-09,1919100,66142300,88560000
2019-04-10,3414300,52601500,105919500
2019-04-11,2641800,55093100,147538500
2019-04-12,1821800,69727800,101190000
2019-04-15,1671300,49596700,150579000
2019-04-16,2002000,52153200,109093500
2019-04-17,1797500,58268300,76897500
2019-04-18,1604600,68708500,88144500
2019-04-22,1840100,40160100,182206500
2019-04-23,2643500,52246600,164158500
2019-04-24,1370500,50392900,160912500
2019-04-25,1238100,57770900,327741000
2019-04-26,1622500,50916400,335410500
2019-04-29,1737800,57197700,250717500
2019-04-30,2376200,81111700,141969000
2019-05-01,2035300,71671900,160566000
2019-05-02,2061100,65030200,272389500
2019-05-03,1877500,56543700,355602000
2019-05-06,2261500,107198100,162508500
2019-05-07,3223200,144729900,151971000
2019-05-08,4750500,91568300,92646000
2019-05-09,1926100,103471100,100671000
2019-05-10,4679900,112429300,105124500
2019-05-13,3427000,127290500,162522000
2019-05-14,4478100,77003200,108786000
2019-05-15,1940900,73956400,109440000
2019-05-16,1862700,76749600,112249500
2019-05-17,1615200,100353000,266800500
2019-05-20,2188000,62877600,307893000
2019-05-21,1747000,46847100,270058500
2019-05-22,4000500,49482500,280278000
2019-05-23,5334000,98733800,398206500
2019-05-24,1770100,55268100,212049000
2019-05-28,1910600,70029400,154693500
2019-05-29,3142700,104972900,179529000
2019-05-30,2253600,62523800,118897500
2019-05-31,5898700,86862800,156100500
2019-06-03,3787000,96428000,195966000
2019-06-04,2906700,77231900,207112500
2019-06-05,7341700,71169700,202662000
2019-06-06,2995300,69430400,303633000
2019-06-07,2490100,74272200,240052500
2019-06-10,2417400,60799100,158775000
2019-06-11,3362100,58641300,174802500
2019-06-12,1904400,47096300,227962500
2019-06-13,1946300,48945200,122524500
2019-06-14,2260700,52324700,111501000
2019-06-17,2792600,39205700,184752000
2019-06-18,3342000,85434800,190737000
2019-06-19,2496900,78674400,98626500
2019-06-20,2171600,116570000,177952500
2019-06-21,2398100,83309500,123031500
2019-06-24,2803800,47582700,86262000
2019-06-25,2699800,82028700,92731500
2019-06-26,2195800,51584900,127608000
2019-06-27,2021400,40355200,95095500
2019-06-28,2554600,59350900,102771000
2019-07-01,2354400,78705600,123201000
2019-07-02,3127100,61504500,138885000
2019-07-03,1720800,40898900,213016500
2019-07-05,2356800,51677300,105985500
2019-07-08,1761500,45841800,88207500
2019-07-09,1839400,41101300,92862000
2019-07-10,2097200,58448500,137185500
2019-07-11,3024100,50826100,112716000
2019-07-12,2265000,40326000,138007500
2019-07-15,2245900,33900000,165001500
2019-07-16,2294100,36650100,122235000
2019-07-17,2062300,36036300,146470500
2019-07-18,3323200,51392600,71379000
2019-07-19,2167300,58678600,105726000
2019-07-22,1725500,43638100,102636000
2019-07-23,1799600,44564500,75346500
2019-07-24,2535800,47213200,166092000
2019-07-25,2199000,55394100,336274500
2019-07-26,2413500,45084100,150415500
2019-07-29,1771900,38126500,139099500
2019-07-30,1968800,45849000,121635000
2019-07-31,2628700,104245200,137673000
2019-08-01,3278400,142646600,123892500
2019-08-02,5392400,116749700,92047500
2019-08-05,4284300,178745400,105424500
2019-08-06,4939700,120711700,83463000
2019-08-07,5516400,140572300,71647500
2019-08-08,3244200,87713900,79114500
2019-08-09,2832800,93730000,58473000
2019-08-12,3008000,65527600,69958500
2019-08-13,3299800,94299800,72721500
2019-08-14,3395400,135622100,143439000
2019-08-15,4358100,99556600,122394000
2019-08-16,3913600,83018300,76477500
2019-08-19,3640100,53571800,79644000
2019-08-20,2568100,51596400,61878000
2019-08-21,2532300,49524700,116914500
2019-08-22,3232600,51666400,98385000
2019-08-23,3100100,149161500,128079000
2019-08-26,2358800,72423800,75778500
2019-08-27,2450800,66668900,81243000
2019-08-28,3352400,59696700,48382500
2019-08-29,2812400,57899400,77692500
2019-08-30,2861800,62901200,139809000
2019-09-03,3345800,69101400,80311500
2019-09-04,2864100,46887300,86415000
2019-09-05,3162800,83258100,110929500
2019-09-06,2764600,49584300,62841000
2019-09-09,2618400,51260300,72040500
2019-09-10,2425900,57947100,73255500
2019-09-11,2030200,68821100,150642000
2019-09-12,3025200,72908700,128718000
2019-09-13,3111300,62104800,79696500
2019-09-16,2971000,58191200,70921500
2019-09-17,2974900,41475500,57981000
2019-09-18,2557800,73375800,62553000
2019-09-19,2631100,76560500,71937000
2019-09-20,2436700,89565000,95295000
2019-09-23,2365800,43476800,65103000
2019-09-24,3043500,94869400,193372500
2019-09-25,3009500,71854000,141406500
2019-09-26,2909900,56179700,178267500
2019-09-27,2778400,84746600,166746000
2019-09-30,5258400,51662400,88197000
2019-10-01,5383100,88242400,92439000
2019-10-02,3741400,122539500,84471000
2019-10-03,3149600,85278800,226267500
2019-10-04,3309600,65091200,119925000
2019-10-07,4701400,59610500,120963000
2019-10-08,3876100,95708100,130173000
2019-10-09,3187900,62359400,103416000
2019-10-10,3683300,55296300,94249500
2019-10-11,3411200,98720400,127131000
2019-10-14,1600400,40394800,153075000
2019-10-15,2408500,46754500,96492000
2019-10-16,2549900,48928200,100261500
2019-10-17,2420600,45736600,71539500
2019-10-18,2467600,64304000,86247000
2019-10-21,2328000,39048600,75304500
2019-10-22,4545600,48594700,69012000
2019-10-23,4250400,34352200,78916500
2019-10-24,2353700,35453100,445813500
2019-10-25,2157500,45205400,450091500
2019-10-28,2861600,42147000,283054500
2019-10-29,2729800,44284900,190264500
2019-10-30,2831800,49643900,144627000
2019-10-31,3058400,69053800,76005000
2019-11-01,2771900,71141500,95758500
2019-11-04,2444500,60606900,131805000
2019-11-05,2890600,42933200,104151000
2019-11-06,3147000,46487100,119113500
2019-11-07,3767100,54272300,217009500
2019-11-08,2130600,49032100,91038000
2019-11-11,1926100,35797300,149800500
2019-11-12,3072600,46484600,110391000
2019-11-13,2690800,53917700,126301500
2019-11-14,2299700,51219900,96973500
2019-11-15,2342200,62023600,72135000
2019-11-18,3553000,49228000,66006000
2019-11-19,3712600,67804700,115872000
2019-11-20,4924100,79406200,100876500
2019-11-21,2779600,54664700,91650000
2019-11-22,3119700,44850200,253059000
2019-11-25,3444700,48647200,185092500
2019-11-26,3207400,37569000,119211000
2019-11-27,2293000,44444600,83334000
2019-11-29,2535100,36592700,36984000
2019-12-02,3745800,75767800,91117500
2019-12-03,3393600,73941700,98605500
2019-12-04,3876800,49080000,82995000
2019-12-05,2850000,40709000,55869000
2019-12-06,4121700,48927000,114186000
2019-12-09,2795100,34838500,135346500
2019-12-10,2700500,52649800,132424500
2019-12-11,2581800,53429100,103467000
2019-12-12,4645900,96389600,116458500
2019-12-13,3877700,81503900,98563500
2019-12-16,2876500,82749700,272613000
2019-12-17,3282700,61097700,127452000
2019-12-18,3786100,48133000,211815000
2019-12-19,3240600,85310500,271606500
2019-12-20,3646300,147142100,221290500
2019-12-23,4192500,52990000,199794000
2019-12-24,1682800,20270000,120820500
2019-12-26,2036400,30911200,159508500
2019-12-27,1940300,42528800,149185500
2019-12-30,2562000,49729100,188796000
2019-12-31,5931300,57077300,154285500
2020-01-02,5511000,59151200,142981500
2020-01-03,5368300,77709700,266677500
2020-01-06,3710400,55653900,151995000
2020-01-07,3029900,40496400,268231500
2020-01-08,3674400,68296000,467164500
2020-01-09,5886600,48473300,426606000
2020-01-10,4525700,53029300,194392500
2020-01-13,3735700,47086800,397764000
2020-01-14,3492300,62832800,434943000
2020-01-15,2594300,72056600,260532000
2020-01-16,4784100,54050300,326050500
